BAD PLAN
16, 4
14, 8
16, 3
10, 9
12, 6
14, 10
14, 3
10, 4
15, 4
13, 3
12, 10
16, 9
11, 7
14, 9
12, 3
13, 4
10, 5
15, 8
11, 10
5, 3
11, 4
15, 9
6, 2
13, 6
11, 3
15, 2
11, 8
13, 2
14, 5
14, 4
11, 5
12, 9
16, 10
12, 4
7, 2
13, 8
15, 10
13, 7
14, 7
15, 3
12, 7
12, 8
10, 10
14, 2
9, 10
12, 2
13, 9
12, 5
13, 10
11, 9
